Type,KUKSAT
S0344,"Skill to prepare and deliver reports, presentations and briefings, to include using visual aids or presentation technology."
S0345,Skill to relate intelligence resources/assets to anticipated intelligence requirements.
S0346,Skill to resolve conflicting collection requirements.
S0347,Skill to review performance specifications and historical information about collection assets.
S0348,Skill to specify collections and/or taskings that must be conducted in the near term.
S0349,Skill to synchronize operational assessment procedures with the critical information requirement process.
S0350,Skill to synchronize planning activities and required intelligence support.
S0351,"Skill to translate the capabilities, limitations and tasking methodologies of organic, theater, national, coalition and other collection capabilities."
S0352,Skill to use collaborative tools and environments for collection operations.
S0353,Skill to use systems and/or tools to track collection requirements and determine if they are satisfied.
S0354,Skill in creating policies that reflect the business’s core privacy objectives.
S0355,Skill in negotiating vendor agreements and evaluating vendor privacy practices.
S0356,"Skill in communicating with all levels of management including Board members (e.g., interpersonal skills, approachability, effective listening skills, appropriate use of style and language for the audience). "
S0357,Skill to anticipate new security threats.
S0358,Skill to remain aware of evolving technical infrastructures.
S0359,Skill to use critical thinking to analyze organizational patterns and relationships.
S0360,Skill to analyze and assess internal and external partner cyber operations capabilities and tools.
S0361,Skill to analyze and assess internal and external partner intelligence processes and the development of information requirements and essential information.
S0362,"Skill to analyze and assess internal and external partner organization capabilities and limitations (those with tasking, collection, processing, exploitation and dissemination responsibilities)."
S0363,Skill to analyze and assess internal and external partner reporting.
S0364,Skill to develop insights about the context of an organization’s threat environment
S0365,Skill to design incident response for cloud service models.
S0366,Skill to identify successful capabilities to find solutions to less common and more complex system problems.
S0367,"Skill to apply cybersecurity and privacy principles to organizational requirements (relevant to confidentiality, integrity, availability, authentication, non-repudiation)."
S0368,"Skill to use risk scoring to inform performance-based and cost-effective approaches to help organizations to identify, assess, and manage cybersecurity risk."
S0369,"Skill to identify sources, characteristics, and uses of the organization’s data assets."
S0370,Skill to use cyber defense Service Provider reporting structure and processes within one’s own organization.
S0371,Skill to respond and take local actions in response to threat sharing alerts from service providers.
S0372,"Skill to translate, track, and prioritize information needs and intelligence collection requirements across the extended enterprise."
S0373,Skill to ensure that accountability information is collected for information system and information and communications technology supply chain infrastructure components.
S0374,Skill to identify cybersecurity and privacy issues that stem from connections with internal and external customers and partner organizations.
S0375,Skill in developing information requirements.
S0376,"Skill in troubleshooting network equipment (e.g., routers, switches)."
S0377,"Skill in developing curriculum standards, curriculum, courses and learning activities."
A0001,Ability to identify systemic security issues based on the analysis of vulnerability and configuration data.
A0002,Ability to match the appropriate knowledge repository technology for a given application or environment.
A0003,Ability to determine the validity of technology trend data.
A0004,Ability to develop curriculum that speaks to the topic at the appropriate level for the target audience.
A0005,Ability to decrypt digital data collections.
A0006,"Ability to prepare and deliver education and awareness briefings to ensure that systems, network, and data users are aware of and adhere to systems security policies and procedures."
A0007,Ability to tailor code analysis for application-specific concerns.
A0008,"Ability to apply the methods, standards, and approaches for describing, analyzing, and documenting an organization's enterprise information technology (IT) architecture (e.g., Open Group Architecture Framework [TOGAF], Department of Defense Architecture Framework [DoDAF], Federal Enterprise Architecture Framework [FEAF])."
